index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,athleticism_sentiment,playmaking_sentiment,off-field_sentiment,physical_sentiment,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
547,17.0,RHAMONDRE STEVENSON,2021,RB,"Big athlete with natural run balance and the feet of a much smaller back very little wasted motion in his cuts picks up his feet to jump cut between
gaps or slalom around pursuit accelerates well off his plant foot to reach his top speed quickly presses the line before making backside cuts improved block
recognition since he arrived in Norman sports a compact  muscular frame covers up the ball and churns his legs through contact with low pads soft hands as a
receiver and adjusts well to throws outside his frame minimal wear and tear in college with under 200 touches at the FBS level highly productive when on the field 
averaging 7 2 yards per carry at Oklahoma ","One speed rusher who doesn t run with explosion shows the ability to make quick lateral cuts  but doesn t often win with open field shiftiness will
occasionally lose races to the corner adequate vision to see holes develop  but needs to improve his timing doesn t always play to his size  absorbing contact
instead of dishing it out needs to show more urgency in pass protection  getting in the way as a blocker  but not consistently controlling or finishing his
target suspended a total of six games by the NCAA following a failed drug test  December 2019  ",rhamondre stevenson,rhamondre stevenson-RB,98689.0,rhamondre stevenson,RB,0.06589868321213403,big athlete natural run balance foot much smaller back little wasted motion cut pick foot jump cut gap slalom around pursuit accelerates well plant foot reach top speed quickly press line making backside cut improved block recognition since arrived norman sport compact muscular frame cover ball churn leg contact low pad soft hand receiver adjusts well throw outside frame minimal wear tear college touch fbs level highly productive field averaging yard per carry oklahoma,one speed rusher run explosion show ability make quick lateral cut often win open field shiftiness occasionally lose race corner adequate vision see hole develop need improve timing always play size absorbing contact instead dishing need show urgency pas protection getting way blocker consistently controlling finishing target suspended total six game ncaa following failed drug test december,big athlete natural run balance foot much smaller back little wasted motion cut pick foot jump cut gap slalom around pursuit accelerates well plant foot reach top speed quickly press line making backside cut improved block recognition since arrived norman sport compact muscular frame cover ball churn leg contact low pad soft hand receiver adjusts well throw outside frame minimal wear tear college touch fbs level highly productive field averaging yard per carry oklahoma one speed rusher run explosion show ability make quick lateral cut often win open field shiftiness occasionally lose race corner adequate vision see hole develop need improve timing always play size absorbing contact instead dishing need show urgency pas protection getting way blocker consistently controlling finishing target suspended total six game ncaa following failed drug test december,0.35650000000000004,0.7231750000000001,-0.47669999999999996,-0.07569999999999999,"['ability make', 'accelerates well', 'averaging yard', 'backside cut', 'contact instead', 'hand receiver', 'highly productive', 'jump cut', 'lateral cut', 'leg contact']",justice hill-RB,0.5571,dewayne mcbride-RB,0.498,brenden knox-RB,0.4939,shawn vaughn-RB,0.4835,israel abanikanda-RB,0.4794,justice hill-RB,-0.03235494989183298,dewayne mcbride-RB,-0.05,brenden knox-RB,-0.05,shawn vaughn-RB,-0.05,israel abanikanda-RB,-0.013579239226168044,2.5119,-0.03913564627165298
548,,KHALIL HERBERT,2021,RB,"Above average lower body athleticism and speed to shoot through holesruns with tempo and vision to make correct reads on inside outside zone or
counter playspresses the hole before making strong cutssinks his hips and stays balanced to maneuver around the trashunderstands run angles to force pursuit
off balanceruns low and physical through contact  56 6  of his rushing yards came after contact in 2020 dynamic in the open field with four runs of 50 plus yards
in 2020touched the ball 500 times on offense over his career and fumbled only once  2019 his coaches call him studious and focused in meetingsoffers kick 
return experience  averaging 23 5 yards in his career  19 446 0 excellent production as a senior  averaging 7 7 rushing yards per carry and 107 5 rushing yards per
game","Gets bounce happy and too reliant on east west runs in the backfieldgets going downhill too fast at times  running into his own blockerssaw only
14 targets in 10 games in 2020 and lacks experience as a pass catching weaponnot a proven commodity as a pass blockerwasnt asked to be a workhorse back in
college with only six games  out of 44  where he recorded 20 plus offensive touchesnagging injuries have plagued him  including a hamstring issue  November 2020 
as a senior  missed two games as a sophomore with a hamstring injury  October 2017   missed four games as a freshman due to a toe injury  October 2016 several
NFL scouts have voiced concern with how he abruptly left the Kansas program only a month into the 2019 season",khalil herbert,khalil herbert-RB,41668.0,khalil herbert,RB,-0.005143108177744559,average lower body athleticism speed shoot holesruns tempo vision make correct read inside outside zone counter playspresses hole making strong cutssinks hip stay balanced maneuver around trashunderstands run angle force pursuit balanceruns low physical contact rushing yard came contact dynamic open field four run plus yard touched ball time offense career fumbled coach call studious focused meetingsoffers kick return experience averaging yard career excellent production senior averaging rushing yard per carry rushing yard per game,get bounce happy reliant east west run backfieldgets going downhill fast time running blockerssaw target game lack experience pas catching weaponnot proven commodity pas blockerwasnt asked workhorse back college six game recorded plus offensive touchesnagging injury plagued including hamstring issue november senior missed two game sophomore hamstring injury october missed four game freshman due toe injury october several nfl scout voiced concern abruptly left kansa program month season,average lower body athleticism speed shoot holesruns tempo vision make correct read inside outside zone counter playspresses hole making strong cutssinks hip stay balanced maneuver around trashunderstands run angle force pursuit balanceruns low physical contact rushing yard came contact dynamic open field four run plus yard touched ball time offense career fumbled coach call studious focused meetingsoffers kick return experience averaging yard career excellent production senior averaging rushing yard per carry rushing yard per game get bounce happy reliant east west run backfieldgets going downhill fast time running blockerssaw target game lack experience pas catching weaponnot proven commodity pas blockerwasnt asked workhorse back college six game recorded plus offensive touchesnagging injury plagued including hamstring issue november senior missed two game sophomore hamstring injury october missed four game freshman due toe injury october several nfl scout voiced concern abruptly left kansa program month season,0.1798333333333334,-0.55298,-0.9697,-0.5447,"['rushing yard', 'injury october', 'yard per', 'averaging yard', 'asked workhorse', 'average lower', 'averaging rushing', 'east west', 'coach call', 'bounce happy']",myles gaskin-RB,0.541,zach evans-RB,0.4522,braelon allen-RB,0.4031,damien harris-RB,0.3545,bijan robinson-RB,0.3463,myles gaskin-RB,0.0832908734238714,zach evans-RB,0.003138377874158731,braelon allen-RB,-0.02456521717982741,damien harris-RB,0.06561905620404193,bijan robinson-RB,0.3581222808987532,2.0971,0.0876720229132572
549,18.0,JERMAR JEFFERSON,2021,RB,"Quick feet to gather and make sharp cuts moves well laterally to sidestep traffic without gearing down scans efficiently and decisively at the line of
scrimmage hits the hole with timing to squeeze through slivers of daylight and work off the hips of blockers maintains his speed to accelerate away from pursuit
and break off long plays  had runs of 65  75 and 82 yards in a two game stretch in 2020  his soft hands helped him make 43 catches with only one drop over his
three collegiate seasons NFL scouts say his football passion is genuine projectable body to develop as a blocker had his best season as a junior  averaging 143 0
rushing yards per game  which was fourth best in the FBS ","Not as powerful as his body type suggests runs hard  but his legs lose life at contact broken tackles were infrequent on film  as he struggled to keep
his feet at the contact point looks to run away from defenders instead of lowering his pads into them currently lacks the technique or anchor to stonewall in pass
protection his ball security has room for improvement  six fumbles in college  dealt with a myriad of minor injuries in college  missing four games the last two
seasons including one game as a junior due to an ankle issue  December 2020  ",jermar jefferson,jermar jefferson-RB,83740.0,jermar jefferson,RB,0.00544530978447137,quick foot gather make sharp cut move well laterally sidestep traffic without gearing scan efficiently decisively line scrimmage hit hole timing squeeze sliver daylight work hip blocker maintains speed accelerate away pursuit break long play run yard two game stretch soft hand helped make catch one drop three collegiate season nfl scout say football passion genuine projectable body develop blocker best season junior averaging rushing yard per game fourth best fbs,powerful body type suggests run hard leg lose life contact broken tackle infrequent film struggled keep foot contact point look run away defender instead lowering pad currently lack technique anchor stonewall pas protection ball security room improvement six fumble college dealt myriad minor injury college missing four game last two season including one game junior due ankle issue december,quick foot gather make sharp cut move well laterally sidestep traffic without gearing scan efficiently decisively line scrimmage hit hole timing squeeze sliver daylight work hip blocker maintains speed accelerate away pursuit break long play run yard two game stretch soft hand helped make catch one drop three collegiate season nfl scout say football passion genuine projectable body develop blocker best season junior averaging rushing yard per game fourth best fbs powerful body type suggests run hard leg lose life contact broken tackle infrequent film struggled keep foot contact point look run away defender instead lowering pad currently lack technique anchor stonewall pas protection ball security room improvement six fumble college dealt myriad minor injury college missing four game last two season including one game junior due ankle issue december,-0.13609999999999994,-0.32951111111111114,-0.9,0.3710000000000001,"['accelerate away', 'ankle issue', 'averaging rushing', 'away pursuit', 'ball security', 'best fbs', 'body type', 'broken tackle', 'foot contact', 'four game']",zack moss-RB,0.5748,devine ozigbo-RB,0.5428,keaton mitchell-RB,0.5375,benny lemay-RB,0.4303,sincere mccormick-RB,0.4279,zack moss-RB,-0.06502993715834973,devine ozigbo-RB,0.0057079782219426715,keaton mitchell-RB,0.022825423310997614,benny lemay-RB,-0.05,sincere mccormick-RB,0.023642326537822424,2.5133,-0.013293558566248961
550,,CHUBA HUBBARD,2021,RB,"Has above average speed and was highly decorated in track at the high school level  competed at the junior world level as a sprinter has improved
patience and feel for developing lanesstrong cuts due to his vision and acceleration off his plant steppresses the line before making his cutback decisionsslams
on the gas to clear holes in a blinkhis sustained speed gives him home run hitting potential  seven runs of 50 plus yards in 2019 muscular build  runs hard and
keeps his feet movingfinished his career No  8 in school history in rushing yards  3 459  and rushing touchdowns  33 ","Narrow based runner with inconsistent gather and gostumbles through contact instead of driving through ittoo easily tripped up and lacks grace
through tight holesbenefited from large runways in the Oklahoma State schemenot very elusive at the second levelfumbled 11 times in college  once every 58
offensive touchestough to trust in pass protection  as he ineffectively throws his body aroundsimple screen target and needs to make himself more available as a
pass catcherdisappointing 2020 season  including only one rush of 30 plus yards  32 yarder versus Iowa State battled a high right ankle sprain  November 2020  
missing four games and parts of others",chuba hubbard,chuba hubbard-RB,57373.0,chuba hubbard,RB,-0.019652691608852347,average speed highly decorated track high school level competed junior world level sprinter improved patience feel developing lanesstrong cut due vision acceleration plant steppresses line making cutback decisionsslams gas clear hole blinkhis sustained speed give home run hitting potential seven run plus yard muscular build run hard keep foot movingfinished career school history rushing yard rushing touchdown,narrow based runner inconsistent gather gostumbles contact instead driving ittoo easily tripped lack grace tight holesbenefited large runway oklahoma state schemenot elusive second levelfumbled time college every offensive touchestough trust pas protection ineffectively throw body aroundsimple screen target need make available pas catcherdisappointing season including one rush plus yard yarder versus iowa state battled high right ankle sprain november missing four game part others,average speed highly decorated track high school level competed junior world level sprinter improved patience feel developing lanesstrong cut due vision acceleration plant steppresses line making cutback decisionsslams gas clear hole blinkhis sustained speed give home run hitting potential seven run plus yard muscular build run hard keep foot movingfinished career school history rushing yard rushing touchdown narrow based runner inconsistent gather gostumbles contact instead driving ittoo easily tripped lack grace tight holesbenefited large runway oklahoma state schemenot elusive second levelfumbled time college every offensive touchestough trust pas protection ineffectively throw body aroundsimple screen target need make available pas catcherdisappointing season including one rush plus yard yarder versus iowa state battled high right ankle sprain november missing four game part others,-0.9833333333333334,-0.36605,-0.19999999999999996,-0.7637333333333333,"['plus yard', 'average speed', 'ankle sprain', 'career school', 'clear hole', 'contact instead', 'build run', 'four game', 'game part', 'high school']",mohamed ibrahim-RB,0.8858,jerome ford-RB,0.6648,sean tucker-RB,0.6188,lew nichols-RB,0.5549,israel abanikanda-RB,0.4779,mohamed ibrahim-RB,-0.05,jerome ford-RB,-0.11436489937812662,sean tucker-RB,0.03092788715507092,lew nichols-RB,-0.05,israel abanikanda-RB,-0.013579239226168044,3.2022,-0.0422884663547581
551,19.0,LARRY ROUNTREE III,2021,RB,"Impressive physique and works hard in the weight room controlled  nimble footwork in his cuts to collect and go widescreen vision quick to scan 
read his blocks and find daylight accelerates through holes with a head of steam skillfully weaves around traffic with the lateral agility to cut across a defender s
face stays behind his pads and runs with a little extra juice in short yardage or goal line situations reliable ball skills in the screen game handled a heavy workload
with 14 career games with 20 plus offensive touches only four career fumbles senior captain with a reliable work ethic  head coach Eliah Drinkwitz   he competed
his butt off every day and was a joy to be around   steady production the last four seasons  becoming just the 17th player in SEC history to reach 3 700 career
rushing yards ","One speed runner with ordinary burst and long speed not very graceful in tight spaces unimpressive contact balance  losing his footing too easily at
first contact  either with a defender or his own blocker  struggled to create explosive plays with only 2 6  of his carries  20  resulting in 25 plus yard plays average
third down skills and his backup was given double the amount of passing targets in 2020 must improve his awareness in pass protection to identify pressures presnap stayed durable in college  but his body has taken a lot of hits in the SEC over his 793 career offensive touches ",larry rountree,larry rountree-RB,57308.0,larry rountree,RB,-0.010139654549568604,impressive physique work hard weight room controlled nimble footwork cut collect widescreen vision quick scan read block find daylight accelerates hole head steam skillfully weave around traffic lateral agility cut across defender face stay behind pad run little extra juice short yardage goal line situation reliable ball skill screen game handled heavy workload career game plus offensive touch four career fumble senior captain reliable work ethic head coach eliah drinkwitz competed butt every day joy around steady production last four season becoming player sec history reach career rushing yard,one speed runner ordinary burst long speed graceful tight space unimpressive contact balance losing footing easily first contact either defender blocker struggled create explosive play carry resulting plus yard play average third skill backup given double amount passing target must improve awareness pas protection identify pressure presnap stayed durable college body taken lot hit sec career offensive touch,impressive physique work hard weight room controlled nimble footwork cut collect widescreen vision quick scan read block find daylight accelerates hole head steam skillfully weave around traffic lateral agility cut across defender face stay behind pad run little extra juice short yardage goal line situation reliable ball skill screen game handled heavy workload career game plus offensive touch four career fumble senior captain reliable work ethic head coach eliah drinkwitz competed butt every day joy around steady production last four season becoming player sec history reach career rushing yard one speed runner ordinary burst long speed graceful tight space unimpressive contact balance losing footing easily first contact either defender blocker struggled create explosive play carry resulting plus yard play average third skill backup given double amount passing target must improve awareness pas protection identify pressure presnap stayed durable college body taken lot hit sec career offensive touch,0.9262857142857143,0.03550000000000001,0.5498500000000001,-0.7482000000000001,"['offensive touch', 'awareness pas', 'becoming player', 'ball skill', 'career fumble', 'career game', 'career offensive', 'behind pad', 'contact balance', 'create explosive']",david montgomery-RB,0.6438,kenneth walker-RB,0.6192,zach charbonnet-RB,0.5868,jahmyr gibbs-RB,0.56,trey benson-RB,0.5257,david montgomery-RB,0.14349978574673755,kenneth walker-RB,0.06824383416921607,zach charbonnet-RB,0.10629470293316559,jahmyr gibbs-RB,0.2844965950122011,trey benson-RB,0.006668685492816448,2.9354999999999998,0.12258194414338819
552,20.0,JARET PATTERSON,2021,RB,"Owns a compact frame and is built low to the ground his feet don t quit moving  running with jackhammers for legs  averaged 4 9 yards per carry after
contact in 2020  able to drop his hips and move laterally quick footed and sets up his cuts to force broken tackles widescreen vision to read blocks and navigate
around defenders shifty at the line of scrimmage  which allows him to change run lanes and clear holes named a 2020 team captain and known as a player with
top notch character toughness isn t a question  and he stayed durable throughout his career above average career rushing production  including a remarkable
performance versus Kent State  2020  with 409 rushing yards  second most in a game in FBS history  and eight rushing touchdowns  tied the single game FBS record 
  also set the FBS record for the most combined rushing yards  710  in consecutive games  breaking Ricky Williams  1998 record  668  ","Smaller than ideal for an early down back runs angry  but doesn t have the inside run power to blow through contact looks to avoid contact instead
of break tackles makes premature moves in the backfield only average long speed willing in pass protection  but his anchor and engagement need
refining inexperienced pass catcher with questionable versatility out of the backfield ball security can be better  six career fumbles  medicals need to be checked
out  as he missed the 2020 bowl game due to a right knee sprain  December 2020  faced some poor defenses in the MAC and averaged only 3 1 yards per carry
against Penn State in 2019 ",jaret patterson,jaret patterson-RB,77745.0,jaret patterson,RB,0.002433461446001716,owns compact frame built low ground foot quit moving running jackhammer leg averaged yard per carry contact able drop hip move laterally quick footed set cut force broken tackle widescreen vision read block navigate around defender shifty line scrimmage allows change run lane clear hole named team captain known player top notch character toughness question stayed durable throughout career average career rushing production including remarkable performance versus kent state rushing yard second game fbs history eight rushing touchdown tied single game fbs record also set fbs record combined rushing yard consecutive game breaking ricky williams record,smaller ideal early back run angry inside run power blow contact look avoid contact instead break tackle make premature move backfield average long speed willing pas protection anchor engagement need refining inexperienced pas catcher questionable versatility backfield ball security better six career fumble medical need checked missed bowl game due right knee sprain december faced poor defense mac averaged yard per carry penn state,owns compact frame built low ground foot quit moving running jackhammer leg averaged yard per carry contact able drop hip move laterally quick footed set cut force broken tackle widescreen vision read block navigate around defender shifty line scrimmage allows change run lane clear hole named team captain known player top notch character toughness question stayed durable throughout career average career rushing production including remarkable performance versus kent state rushing yard second game fbs history eight rushing touchdown tied single game fbs record also set fbs record combined rushing yard consecutive game breaking ricky williams record smaller ideal early back run angry inside run power blow contact look avoid contact instead break tackle make premature move backfield average long speed willing pas protection anchor engagement need refining inexperienced pas catcher questionable versatility backfield ball security better six career fumble medical need checked missed bowl game due right knee sprain december faced poor defense mac averaged yard per carry penn state,-0.6714666666666668,-0.6914142857142859,-0.41790000000000005,-0.7365999999999999,"['averaged yard', 'yard per', 'rushing yard', 'per carry', 'average long', 'bowl game', 'break tackle', 'broken tackle', 'ball security', 'around defender']",isaiah davis-RB,0.6217,devin singletary-RB,0.5274,travis etienne-RB,0.5269,michael carter-RB,0.4911,israel abanikanda-RB,0.4704,isaiah davis-RB,0.030630052483178086,devin singletary-RB,-0.18600218405943425,travis etienne-RB,0.05683318683790067,michael carter-RB,-0.02004241483515833,israel abanikanda-RB,-0.013579239226168044,2.6375,-0.02477343930115626
553,21.0,JAVIAN HAWKINS,2021,RB,"Runs with bounce in his feet and lateral burst  forcing missed tackles his cuts are razor sharp due to his swivel hips and agile footwork excellent long
speed to outrace pursuit once he clears the first level  three runs of 70 plus yards in 2020  not a powerful ball carrier  but runs tough and looks like a pinball
bouncing off contact  keeping his momentum only saw 21 targets as a pass catcher in college  with tiny hands   but didn t register a drop and was a high school slot
receiver gives consistent effort as a blocker  leaving his feet and chopping down blitzers well respected by the Louisville coaches  NFL scout   The staff calls him
small but hard nosed and gritty good sign   steady production  averaging 117 4 rushing yards per game over his final two seasons ","Small framed athlete who is nearly maxed out physically his minimal body power won t push the pile or consistently break tackles against NFL
defenders too easily brought down by lower body contact overeager appetite for the perimeter and needs to do a better job anticipating lanes bad habit of
making extra moves in the backfield  running into his own blockers inconsistent vision and moves at the second level uses his body as a weapon in pass pro  but will
be limited in this area versus NFL rushers ball security is not a strength of his game  fumbling five times in college  including three times in 2020 minimal tape as a
pass catcher lack of size and strength reduces role potential and increases durability concerns against NFL competition ",javian hawkins,javian hawkins-RB,,,,-0.05,run bounce foot lateral burst forcing missed tackle cut razor sharp due swivel hip agile footwork excellent long speed outrace pursuit clear first level three run plus yard powerful ball carrier run tough look like pinball bouncing contact keeping momentum saw target pas catcher college tiny hand register drop high school slot receiver give consistent effort blocker leaving foot chopping blitzers well respected louisville coach nfl scout staff call small hard nosed gritty good sign steady production averaging rushing yard per game final two season,small framed athlete nearly maxed physically minimal body power push pile consistently break tackle nfl defender easily brought lower body contact overeager appetite perimeter need better job anticipating lane bad habit making extra move backfield running blocker inconsistent vision move second level us body weapon pas pro limited area versus nfl rusher ball security strength game fumbling five time college including three time minimal tape pas catcher lack size strength reduces role potential increase durability concern nfl competition,run bounce foot lateral burst forcing missed tackle cut razor sharp due swivel hip agile footwork excellent long speed outrace pursuit clear first level three run plus yard powerful ball carrier run tough look like pinball bouncing contact keeping momentum saw target pas catcher college tiny hand register drop high school slot receiver give consistent effort blocker leaving foot chopping blitzers well respected louisville coach nfl scout staff call small hard nosed gritty good sign steady production averaging rushing yard per game final two season small framed athlete nearly maxed physically minimal body power push pile consistently break tackle nfl defender easily brought lower body contact overeager appetite perimeter need better job anticipating lane bad habit making extra move backfield running blocker inconsistent vision move second level us body weapon pas pro limited area versus nfl rusher ball security strength game fumbling five time college including three time minimal tape pas catcher lack size strength reduces role potential increase durability concern nfl competition,-0.4159,-0.8000999999999999,-0.82456,-0.4803833333333334,"['pas catcher', 'averaging rushing', 'bad habit', 'ball carrier', 'ball security', 'better job', 'body power', 'break tackle', 'clear first', 'college including']",emani bailey-RB,0.6126,jaden shirden-RB,0.5873,clyde edwardshelaire-RB,0.4823,sewo olonilua-RB,0.4555,audric estime-RB,0.4479,emani bailey-RB,-0.05,jaden shirden-RB,-0.05,clyde edwardshelaire-RB,0.05555813923434461,sewo olonilua-RB,-0.05,audric estime-RB,0.01354694256508986,2.5856,-0.0193017612439557
554,22.0,CHRIS EVANS,2021,RB,"Athletic  muscular build and fills out his uniform well runs with the patience and burst to quickly accelerate through holes loose mover and displays
the ankle flexion to make sharp cuts  forcing missed tackles or getting open as a pass catcher will motion out of the backfield and run routes owns large hands and
has the natural ball skills to be a catch and go threat stays aware in pass protection  making cross formation blocks his teammates call him a leader and speak
highly of the way he handled his suspension despite being kicked out of school in 2019  he stayed in Ann Arbor and worked three jobs  carpenter  dishwasher 
special teams coordinator at Huron High School   working his way back into school and onto the football team heavily involved in youth sports  started a non profit
organization ","Touched the football only 25 times over the last two years gears down and absorbs contact instead of delivering it simple arm tackles will be enough
at times to get him on the ground will get bounce happy  losing trust in the play design and escaping outside needs to improve his ball security  four career
fumbles  while his character isn t considered a red flag  he was forced to withdraw from school for a full calendar year in 2019 due to an  academic mistake  never
led the team in rushing and received only six starts in 42 career games his yards per carry production declined each season will be a 24 year old NFL rookie ",chris evans,chris evans-RB,27303.0,chris evans,RB,0.015548790772174212,athletic muscular build fill uniform well run patience burst quickly accelerate hole loose mover display ankle flexion make sharp cut forcing missed tackle getting open pas catcher motion backfield run route owns large hand natural ball skill catch threat stay aware pas protection making cross formation block teammate call leader speak highly way handled suspension despite kicked school stayed ann arbor worked three job carpenter dishwasher special team coordinator huron high school working way back school onto football team heavily involved youth sport started non profit organization,touched football time last two year gear absorbs contact instead delivering simple arm tackle enough time get ground get bounce happy losing trust play design escaping outside need improve ball security four career fumble character considered red flag forced withdraw school full calendar year due academic mistake never led team rushing received six start career game yard per carry production declined season year old nfl rookie,athletic muscular build fill uniform well run patience burst quickly accelerate hole loose mover display ankle flexion make sharp cut forcing missed tackle getting open pas catcher motion backfield run route owns large hand natural ball skill catch threat stay aware pas protection making cross formation block teammate call leader speak highly way handled suspension despite kicked school stayed ann arbor worked three job carpenter dishwasher special team coordinator huron high school working way back school onto football team heavily involved youth sport started non profit organization touched football time last two year gear absorbs contact instead delivering simple arm tackle enough time get ground get bounce happy losing trust play design escaping outside need improve ball security four career fumble character considered red flag forced withdraw school full calendar year due academic mistake never led team rushing received six start career game yard per carry production declined season year old nfl rookie,-0.15749999999999995,-0.5478333333333334,-0.5120499999999999,-0.4,"['absorbs contact', 'accelerate hole', 'arm tackle', 'ball security', 'ball skill', 'bounce happy', 'career fumble', 'career game', 'contact instead', 'declined season']",cody schrader-RB,0.4917,trestan ebner-RB,0.4859,jk dobbins-RB,0.4531,najee harris-RB,0.4365,emani bailey-RB,0.4049,cody schrader-RB,0.0048340179991419475,trestan ebner-RB,-0.01200942130720174,jk dobbins-RB,0.012093338814616049,najee harris-RB,0.07255035857935115,emani bailey-RB,-0.05,2.2721,0.005917095274766989
555,23.0,ELIJAH MITCHELL,2021,RB,"Above average athleticism to make quick lateral cuts decisive runner who trusts the blocking scheme flashes a burst through the line of scrimmage
and into the second level gets going downhill and runs tough to keep his feet going through arm tackles gets skinny to hug the lane and squeeze through
gaps natural hands and focus  catching the ball like a wide receiver outside his frame only four career fumbles on 576 offensive touches has some kick return
experience  averaging 16 4 yards per return  5 82 0  finished his career No  6 on the school s all time rushing list  3 267 rushing yards   averaging 6 2 yards per carry ","Runs upright and narrow  allowing tacklers under his pads impatient reads and late to anticipate developing run lanes his decision making at the line
of scrimmage runs hot cold more of a one speed runner who doesn t shift gears to keep pursuit off balance lacks lower body fluidity and requires an extra step or
two in his gear down to cut back needs to better set up his open field moves at the second level can be grounded by shoestring tackles inconsistent pass pro
technique as a blocker was kept fresh by Louisiana s deep rotation of backs missed the final seven games as a freshman due to a Lisfranc fracture to his left foot
 October 2017   which required two surgeries ",elijah mitchell,elijah mitchell-RB,57272.0,elijah mitchell,RB,0.04508748135349013,average athleticism make quick lateral cut decisive runner trust blocking scheme flash burst line scrimmage second level get going downhill run tough keep foot going arm tackle get skinny hug lane squeeze gap natural hand focus catching ball like wide receiver outside frame four career fumble offensive touch kick return experience averaging yard per return finished career school time rushing list rushing yard averaging yard per carry,run upright narrow allowing tackler pad impatient read late anticipate developing run lane decision making line scrimmage run hot cold one speed runner shift gear keep pursuit balance lack lower body fluidity requires extra step two gear cut back need better set open field move second level grounded shoestring tackle inconsistent pas pro technique blocker kept fresh louisiana deep rotation back missed final seven game freshman due lisfranc fracture left foot october required two surgery,average athleticism make quick lateral cut decisive runner trust blocking scheme flash burst line scrimmage second level get going downhill run tough keep foot going arm tackle get skinny hug lane squeeze gap natural hand focus catching ball like wide receiver outside frame four career fumble offensive touch kick return experience averaging yard per return finished career school time rushing list rushing yard averaging yard per carry run upright narrow allowing tackler pad impatient read late anticipate developing run lane decision making line scrimmage run hot cold one speed runner shift gear keep pursuit balance lack lower body fluidity requires extra step two gear cut back need better set open field move second level grounded shoestring tackle inconsistent pas pro technique blocker kept fresh louisiana deep rotation back missed final seven game freshman due lisfranc fracture left foot october required two surgery,-0.4826499999999999,-0.6165999999999999,-1.0,-1.0,"['averaging yard', 'yard per', 'line scrimmage', 'second level', 'blocking scheme', 'arm tackle', 'better set', 'decision making', 'experience averaging', 'field move']",tank bigsby-RB,0.6212,ty chandler-RB,0.5426,isaih pacheco-RB,0.5019,kennedy brooks-RB,0.4764,salvon ahmed-RB,0.4725,tank bigsby-RB,-0.03741500096060263,ty chandler-RB,0.016359987046921955,isaih pacheco-RB,-0.05,kennedy brooks-RB,-0.05,salvon ahmed-RB,-0.011281371858680915,2.6146000000000003,-0.026241382172528582
556,24.0,KENE NWANGWU,2021,RB,"Explosive athlete above average speed with impressive track background quick gather and cut skills and can mash the turbo button at any
moment has quick eyes to find a crease able to press backside before shifting gears to burst frontside highly productive kick returner  averaging 26 8 yards per
return in college with one touchdown  92 2 470 1  the coaching staff doesn t hide its respect for him  head coach Matt Campbell   He s unselfish  wants what s best
 27 
for the team and is willing to stand up for what s right  both on and off the field   fumbled only once on 242 total touches 4 0 GPA student in high school and 3 76
GPA in college ","Small body of work on offense with only three games in his career with double digit carries  10  11  11  eager to show off his speed  but needs to
improve his patience and allow blocks to develop plays in overdrive and his game lacks tempo has a hint of stiffness in his hips  which will hinder his ability to sink
or redirect unproven pass catcher   saw 10 catchable targets in college  which resulted in seven catches and three drops suffered a torn right Achilles  which
required surgery  February 2017  and affected him for over a calendar year  also missed time with a shoulder injury  September 2019  ",kene nwangwu,kene nwangwu-RB,40547.0,kene nwangwu,RB,0.002483591677097295,explosive athlete average speed impressive track background quick gather cut skill mash turbo button moment quick eye find crease able press backside shifting gear burst frontside highly productive kick returner averaging yard per return college one touchdown coaching staff hide respect head coach matt campbell unselfish want best team willing stand right field fumbled total touch gpa student high school gpa college,small body work offense three game career double digit carry eager show speed need improve patience allow block develop play overdrive game lack tempo hint stiffness hip hinder ability sink redirect unproven pas catcher saw catchable target college resulted seven catch three drop suffered torn right achilles required surgery february affected calendar year also missed time shoulder injury september,explosive athlete average speed impressive track background quick gather cut skill mash turbo button moment quick eye find crease able press backside shifting gear burst frontside highly productive kick returner averaging yard per return college one touchdown coaching staff hide respect head coach matt campbell unselfish want best team willing stand right field fumbled total touch gpa student high school gpa college small body work offense three game career double digit carry eager show speed need improve patience allow block develop play overdrive game lack tempo hint stiffness hip hinder ability sink redirect unproven pas catcher saw catchable target college resulted seven catch three drop suffered torn right achilles required surgery february affected calendar year also missed time shoulder injury september,-0.38655999999999996,-0.97045,-0.7339125,-1.0,"['allow block', 'also missed', 'average speed', 'averaging yard', 'block develop', 'catch three', 'coaching staff', 'college one', 'double digit', 'explosive athlete']",zonovan knight-RB,0.5318,abram smith-RB,0.523,max borghi-RB,0.4847,tyrone tracy-RB,0.4634,jase mcclellan-RB,0.456,zonovan knight-RB,-0.0038920261866463167,abram smith-RB,-0.05,max borghi-RB,-0.05,tyrone tracy-RB,-0.11541577798288497,jase mcclellan-RB,0.006378882698315204,2.4589000000000003,-0.04190072005079331
